text	recoder	tare	rewardrepair	selfapr	gamma	allfailure
"private void getFluffImage() { //copied from structureTab FileDialog fDialog = new FileDialog(getParentFrame(), ""Image Path"", FileDialog.LOAD); fDialog.setDirectory(new File(ImageHelper.fluffPath).getAbsolutePath() + File.separatorChar + ImageHelper.imageMech + File.separatorChar); /* //This does not seem to be working if (getMech().getFluff().getMMLImagePath().trim().length() > 0) { String fullPath = new File(getMech().getFluff().getMMLImagePath()).getAbsolutePath(); String imageName = fullPath.substring(fullPath.lastIndexOf(File.separatorChar) + 1); fullPath = fullPath.substring(0, fullPath.lastIndexOf(File.separatorChar) + 1); fDialog.setDirectory(fullPath); fDialog.setFile(imageName); } else { fDialog.setDirectory(new File(ImageHelper.fluffPath).getAbsolutePath() + File.separatorChar + ImageHelper.imageMech + File.separatorChar); fDialog.setFile(getMech().getChassis() + "" "" + getMech().getModel() + "".png""); } */ fDialog.setLocationRelativeTo(this);  fDialog.setVisible(true);  if (fDialog.getFile() != null) { String relativeFilePath = new File(fDialog.getDirectory() + fDialog.getFile()).getAbsolutePath(); relativeFilePath = ""."" + File.separatorChar + relativeFilePath.substring(new File(System.getProperty(""user.dir"").toString()).getAbsolutePath().length() + 1); getMech().getFluff().setMMLImagePath(relativeFilePath); } refresh.refreshPreview(); return; } "	0	1	0	0	0	0
public GeoNearBuilder setNear(final double latitude, final double longitude) { this.near = new double[]{latitude, longitude}; return this; } 	1	0	1	1	0	0
"public void showWeightDialog(int i) { FragmentTransaction ft = this.getFragmentManager().beginTransaction(); android.app.Fragment prev = this.getFragmentManager().findFragmentByTag(DIALOG_TAG); if (prev != null) { ft.remove(prev); } ft.addToBackStack(null);   String childName = constructChildName(); String gender = getValue(childDetails.getColumnmaps(), ""gender"", true); String motherFirstName = getValue(childDetails.getColumnmaps(), ""mother_first_name"", true); if (StringUtils.isBlank(childName) && StringUtils.isNotBlank(motherFirstName)) { childName = ""B/o "" + motherFirstName.trim(); } String zeirId = getValue(childDetails.getColumnmaps(), ""zeir_id"", false); String duration = """"; String dobString = getValue(childDetails.getColumnmaps(), ""dob"", false); if (StringUtils.isNotBlank(dobString)) { DateTime dateTime = new DateTime(getValue(childDetails.getColumnmaps(), ""dob"", false)); duration = DateUtil.getDuration(dateTime); }  Photo photo = getProfilePhotoByClient();  WeightWrapper weightWrapper = new WeightWrapper(); weightWrapper.setId(childDetails.entityId()); WeightRepository wp = getVaccinatorApplicationInstance().weightRepository(); List<Weight> weightlist = wp.findLast5(childDetails.entityId()); if (!weightlist.isEmpty()) { weightWrapper.setWeight(weightlist.get(i).getKg()); weightWrapper.setUpdatedWeightDate(new DateTime(weightlist.get(i).getDate()), false); weightWrapper.setDbKey(weightlist.get(i).getId()); }  weightWrapper.setGender(gender); weightWrapper.setPatientName(childName); weightWrapper.setPatientNumber(zeirId); weightWrapper.setPatientAge(duration); weightWrapper.setPhoto(photo); weightWrapper.setPmtctStatus(getValue(childDetails.getColumnmaps(), ""pmtct_status"", false)); weightWrapper.setDateOfBirth(dobString);  EditWeightDialogFragment editWeightDialogFragment = EditWeightDialogFragment.newInstance(this, weightWrapper); editWeightDialogFragment.show(ft, DIALOG_TAG);  } "	0	1	0	0	0	0
"@Override public void prepare(Map conf, TopologyContext context, OutputCollector collector) { try { boltService = context.getThisComponentId(); logger = LoggerFactory.getLogger(boltService);  EventSender eventSender; if (injectedEventSender != null) { eventSender = injectedEventSender; } else if (RiemannDiscovery.getInstance().isAWS()) { eventSender = RiemannEventSender.getInstance(); } else { //fallback for local mode eventSender = new LoggerEventSender(); } monitor = new Monitor(conf, boltService, eventSender); injectEventSender(delegate, monitor);  delegate.prepare(conf, context, new MonitoredOutputCollector(collector)); } catch(Throwable t) { logger.warn(""Error during bolt prepare : "", t); throw Throwables.propagate(t); } } "	0	1	0	0	0	0
"public boolean validate() { Socket socket = RankedCvCClient.connection; if(socket.isConnected()) { try(PrintWriter writer = new PrintWriter(socket.getOutputStream()); Scanner scanner = new Scanner(socket .getInputStream())) { StringBuilder builder = new StringBuilder(); for (char c: password) { builder.append(c); } writer.println(""login -"" + ign + "" -"" + builder); writer.flush(); builder = null; password = null; //so password is immediately thrown out of memory String returned = scanner.next(); if(returned.startsWith(""Login successful"")) { return this.validated = true; } } catch(IOException e) { System.out.println(""Error contacting servers, check your internet connection.""); e.printStackTrace(); } } else { System.err.println(""There's no connection to verify the login! Check your internet connection and retry!""); } return false; } "	0	1	0	0	0	0
"public static void main(String[] args) { // TODO Auto-generated method stub ManchesterUnitedStats mus1 = new ManchesterUnitedStats(""manchester united""); mus1.computeResults(); mus1.computePoints(); mus1.displayResults(); } "	0	0	0	1	1	0
"@Override public void onConnected(@Nullable Bundle bundle) {  if (ActivityCompat.checkSelfPermission(this, permission.ACCESS_FINE_LOCATION) != PackageManager.PERMISSION_GRANTED) { requestLocationPermissions(); } else { Location mLastLocation = LocationServices.FusedLocationApi.getLastLocation( mGoogleApiClient); if (mLastLocation != null) { Toast.makeText(this, ""Location data: "" + mLastLocation.getLatitude() + mLastLocation.getLongitude(), Toast.LENGTH_SHORT).show(); LatLng marker = new LatLng(mLastLocation.getLatitude(), mLastLocation.getLongitude()); mMap.moveCamera(CameraUpdateFactory.newLatLngZoom(marker, 18)); }  LocationServices.FusedLocationApi.requestLocationUpdates( mGoogleApiClient, mLocationRequest, this); }  } "	0	1	0	0	0	0
"public double getPValue(final String method) { double p = Double.NaN;  double[] baselineValues = new double[baselineMetricPerDimension.values().size()]; int i = 0; for (Double d : baselineMetricPerDimension.values()) { baselineValues[i] = d; i++; }  double[] testValues = new double[testMetricPerDimension.values().size()]; i = 0; for (Double d : testMetricPerDimension.values()) { testValues[i] = d; i++; }  if (""t"".equals(method)) { p = TestUtils.tTest(baselineValues, testValues); } else if (""pairedT"".equals(method)) { p = TestUtils.pairedTTest(baselineValues, testValues); } else if (""wilcoxon"".equals(method)) { p = new WilcoxonSignedRankTest().wilcoxonSignedRankTest(baselineValues, testValues, true); }  return p; } "	1	1	1	1	1	0
"private void checkHttpResponse(Response response, int... validCodes) { if (response == null) throw new WebApplicationException(""No response""); if (ArrayUtils.contains(validCodes, response.getStatus())) return; String message = null; Object entity = response.getEntity(); if (entity != null) { try { if (entity instanceof HttpEntity) message = EntityUtils.toString((HttpEntity) entity); else if (entity instanceof InputStream) message = IOUtils.toString((InputStream) entity); } catch (IOException e) { message = null; } } if (message == null && response.getStatusInfo() != null) message = response.getStatusInfo().getReasonPhrase(); throw new WebApplicationException(message, response); } "	0	1	0	0	0	0
@Override public boolean isUsernameIndex(String[] args, int index) { if(index == 0 || args.length == 0) return false;  String[] subArgs = Arrays.copyOfRange(args,1,args.length); return getSubCommand(args[1]).isUsernameIndex(subArgs, index-1); } 	1	0	1	1	0	0
"@Override public List<PatientMatch> findMatches(Patient patient) { List<PatientMatch> matches = new LinkedList<PatientMatch>();  for (MatchFinder service : this.matchFinderProvider.get()) { try { List<PatientMatch> foundMatches = service.findMatches(patient); matches.addAll(foundMatches);  this.logger.debug(""Found {} matches by {}: "", matches.size(), service.getClass().getSimpleName()); for (PatientMatch match : foundMatches) { this.logger.debug(match.toCompactString()); }  } catch (Exception ex) { this.logger.error(""Failed to invoke matches finder [{}]"", service.getClass().getCanonicalName(), ex); } }  return matches; } "	0	0	0	1	1	0
"public void showImageURL (JSONArray args) throws JSONException { JSONObject json = args.getJSONObject(0); String url = getJSONProperty(json, ""url"");  String filenameArray[] = url.split(""\\.""); String extension = filenameArray[filenameArray.length-1];  InputStream inputStream = null; OutputStream outputStream = null;  File pPath= Environment.getExternalStorageDirectory();  if(!pPath.exists()) { boolean bReturn= pPath.mkdirs(); } try { File f= new File(pPath, ""output.""+extension); f.createNewFile(); inputStream = this.cordova.getActivity().getAssets().open(""www/""+url); outputStream =new FileOutputStream(f); byte buf[]=new byte[1024]; int len;  while((len=inputStream.read(buf))>0) outputStream.write(buf,0,len); outputStream.close(); inputStream.close();  Uri path = Uri.fromFile(f); Intent intent = new Intent(Intent.ACTION_VIEW); intent.addFlags(Intent.FLAG_ACTIVITY_NEW_TASK); intent.setDataAndType(path, ""image/""+extension); this.cordova.getActivity().startActivity(intent);  } catch (IOException e) { Log.d(""FullScreenImagePlugin"", ""Could not create file: "" + e.toString());  } } "	0	1	0	0	0	0
"private static void assertMappingData(@NotNull final List<BaseDataReport> mapping) { final BaseDataReport mappedData = extractReportData(mapping, MappingCheck.MAPPING_PERCENTAGE_MAPPED); assertEquals(""99.69"", mappedData.getValue());  final BaseDataReport mateData = extractReportData(mapping, MappingCheck.MAPPING_PROPORTION_MAPPED_DIFFERENT_CHR); assertEquals(""0.0"", mateData.getValue());  final BaseDataReport properData = extractReportData(mapping, MappingCheck.MAPPING_PROPERLY_PAIRED_PROPORTION_OF_MAPPED); assertEquals(""99.57"", properData.getValue());  final BaseDataReport singletonData = extractReportData(mapping, MappingCheck.MAPPING_PROPORTION_SINGLETON); assertEquals(""55.0"", singletonData.getValue());  final BaseDataReport duplicateData = extractReportData(mapping, MappingCheck.MAPPING_MARKDUP_PROPORTION_DUPLICATES); assertEquals(""5.95"", duplicateData.getValue());  final BaseDataReport proportionRead = extractReportData(mapping, MappingCheck.MAPPING_PROPORTION_READ_VS_TOTAL_SEQUENCES); assertEquals(""89.8"", proportionRead.getValue()); } "	0	1	0	0	0	0
"@Override public void addTooltip(List list) { list.add(DARK_GREEN + format(spawnNumberMin, spawnNumberMax)); list.addAll(Arrays.asList(WordUtils.wrap((String)field.getField(), 28).split(""\r\n""))); ItemStack stack = getIcon(); if (stack != null) { list.add(""---""); list.add(entity.getName()); } } "	0	1	0	0	0	0
"@RequestMapping(value = ""/bootstrap"") public ModelAndView bootstrap(HttpServletRequest request, HttpServletResponse response) throws IOException { if (WebloggerContext.isBootstrapped()) { response.sendRedirect(request.getContextPath()+""/""); return null; }  Map<String, Object> map = initializeMap();  try { // trigger bootstrapping process ServletContext sc = WebloggerContext.getServletContext(); ApplicationContext ac = WebApplicationContextUtils.getRequiredWebApplicationContext(sc);  WebloggerContext.bootstrap(ac); log.info(""EXITING - Bootstrap successful, forwarding to weblogger""); response.sendRedirect(request.getContextPath()+""/tb-ui/app/register""); return null; } catch (Exception e) { log.error(""Exception"", e); map.put(""rootCauseException"", e); map.put(""rootCauseStackTrace"", getRootCauseStackTrace(e)); }  map.put(""status"", StartupStatus.bootstrapError); return new ModelAndView("".install"", map); } "	1	0	1	0	0	0
public static AMQMessage getAMQMessageFromAndesMetaData(AndesMessageMetadata metadata) { long messageId = metadata.getMessageID(); StorableMessageMetaData metaData = convertAndesMetadataToAMQMetadata(metadata); //create message with meta data. This has access to message content StoredAMQPMessage message = new StoredAMQPMessage(messageId, metaData); AMQMessage amqMessage = new AMQMessage(message); return amqMessage; } 	1	0	1	1	0	0
"private static String getVersionName(Context inContext) { try { String versionName = inContext.getPackageManager() .getPackageInfo(inContext.getPackageName(), 0).versionName;  // Strip version name suffix if (versionName.contains(""-"")) { versionName = versionName.substring(0, versionName.indexOf(""-"")); }  return versionName; } catch (PackageManager.NameNotFoundException e) { e.printStackTrace(); }  return """"; } "	1	1	1	1	1	0
"@Test public void testDeviceRegistration() throws IOException { MockServer server = new MockServer() .enqueueAcceptKey() .start(); MockDeviceStore store = new MockDeviceStore();  TokenRepository tokenRepository = new TokenRepository(new MockConfig(server.getUrl(""/demo-auth/v1"")), store);  String token = tokenRepository.getDeviceToken(); assertEquals(token.length(), 32);  server.shutdown(); } "	1	0	1	0	0	0
@Override public boolean onContextItemSelected(MenuItem item) { switch (item.getItemId()) { case R.id.wallet_options_safety: HelpDialogFragment.page(getFragmentManager(), R.string.help_safety); return true;  case R.id.wallet_options_backup_wallet: handleBackupWallet(); return true;  case R.id.wallet_options_restore_wallet: showDialog(DIALOG_RESTORE_WALLET); return true;  case R.id.wallet_options_encrypt_keys: handleEncryptKeys(); return true; }  return super.onContextItemSelected(item); } 	0	0	0	1	1	0
"private static String parseCommand(ProtoTask pt, COMMAND_TYPE commandType) throws Error { switch (commandType) { case ADD : return add(pt); case COMPLETE : return complete(pt.getId()); case DISPLAY : return display(); case DISPLAYDONE : return displayDone(); case DELETE : return delete(pt.getId()); case EDIT : return edit(pt.getId(), pt); default: //throw an error if the command is not recognized throw new Error(""Unrecognized command type""); } } "	1	0	1	0	0	0
"public static Tag[] getTagList(String tags) {  if (tags.equals("""")) { return new Tag[]{}; }  final String[] split = tags.split("", "");  final List<Tag> collect = Arrays.asList(split).stream().map(e -> { try { return new Tag(e.replaceFirst(""Tag: "", """")); } catch (IllegalValueException e1) { //not possible assert false; return null; } }).collect(Collectors.toList());  return collect.toArray(new Tag[split.length]); } "	1	0	1	1	0	0
@Override public File load(String key, @Nullable Object argument) { ModuleResourceCache.CacheId id = ModuleResourceCache.parseCacheKey(key); Module module = id.getModule(); String filename = id.getName(); Path path = new Path(WORKFLOW_MODEL_DIR, filename); Resource resource  = module.getModuleResolver().lookup(path);  return new File(resource.getPath().toString()); } 	0	1	0	0	0	0
@Nullable public User getAssignee() { if (_engineTask.getAssignee() == null) return null; else return UserManager.getUser(Integer.valueOf(_engineTask.getAssignee())); } 	1	0	1	1	0	0
"@Override public void onDataChange(DataSnapshot dataSnapshot) { // Gets the data from Firebase and stores it in a FBUser class user = dataSnapshot.getValue(FBUser.class);  // Checking if user has Squads if(user.getSquads() != null) { hasSquad = true; } else { hasSquad = false; }  // Checking if user has Meetups if(user.getMeetups() != null) { hasMeetup = true; } else { hasMeetup = false; }  // Checking if user has Squads if(user.getHosting() != null) { hasHost = true; } else { hasHost = false; }   // Displays the user's name in the editText profileName.setText(user.getName());  // If user has created a bio if(user.getBio().trim() != null) { // Displays the user's bio in the editText bio.setText(user.getBio().trim()); } else { // Default bio bio.setText(""This user has no bio!""); }  // Displays the photo in the ImageView Glide.with(ProfileActivity.this) .load(user.getPicture().trim()) .diskCacheStrategy(DiskCacheStrategy.NONE) .skipMemoryCache(true) .listener(new RequestListener<String, GlideDrawable>() { @Override public boolean onException(Exception e, String model, Target<GlideDrawable> target, boolean isFirstResource) { return false; }  @Override public boolean onResourceReady(GlideDrawable resource, String model, Target<GlideDrawable> target, boolean isFromMemoryCache, boolean isFirstResource) { // If profileName != default and profileImage isnt null if ((!profileName.getText().equals(""'Users Profile"")) && (profileImage != null)) { // Hiding loading overlay loadingOverlay.setVisibility(View.GONE); } return false; } }) .dontAnimate() .fitCenter() .error(R.drawable.com_facebook_profile_picture_blank_portrait) .into(profileImage); } "	1	0	1	0	0	0
